track_des_var_astar,track_des_var_spring, track_inv_des_var_astar,track_inv_des_var_spring, corridors_des_var_astar,corridors_des_var_spring, corridors_inv_des_var_astar,corridors_inv_des_var_spring, doorway_des_var_astar,doorway_des_var_spring, zigzag_des_var_astar,zigzag_des_var_spring,track_human_var_astar,track_human_var_spring, track_inv_human_var_astar,track_inv_human_var_spring, corridors_human_var_astar,corridors_human_var_spring, corridors_inv_human_var_astar,corridors_inv_human_var_spring, doorway_human_var_astar,doorway_human_var_spring, zigzag_human_var_astar,zigzag_human_var_spring,track_occ_astar,track_occ_spring, track_inv_occ_astar,track_inv_occ_spring, corridors_occ_astar,corridors_occ_spring, corridors_inv_occ_astar,corridors_inv_occ_spring, doorway_occ_astar,doorway_occ_spring, zigzag_occ_astar,zigzag_occ_spring
1.4219132304408673,1.0337591640566282,1.34568160849123,0.988456976641181,1.3894780928041195,1.0698788200056435,1.3375016374853896,1.1982752007987578,1.9632626110150413,1.180163842482182,1.3541687409019643,1.709026174280271,1.272784235441522,1.464109715226631,1.5982155403149625,1.4737397379344814,1.1320839079958382,1.4378761295721718,1.595967429777893,1.4629182404357461,1.7316949139012643,1.7863562917830762,1.2082607474083422,1.1809477700734818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
